年,月,日,ビール消費支出
2009,6,24,33.72
2009,6,25,41.33
2009,6,26,63.32
2009,6,27,69.92
2009,6,28,62.08
2009,6,29,40.87
2009,6,30,54.22
2009,7,1,66.55
2009,7,2,42.62
2009,7,3,47.02
2009,7,4,91.35
2009,7,5,86.97
2009,7,6,37.56
2009,7,7,46.48
2009,7,8,51.33
2009,7,9,67.13
2009,7,10,50.27
2009,7,11,83.17
2009,7,12,82.71
2009,7,13,54.38
2009,7,14,37.25
2009,7,15,37.17
2009,7,16,45.6
2009,7,17,54.62
2009,7,18,63.88
2009,7,19,79.77
2009,7,20,61.29
2009,7,21,46.22
2009,7,22,38.42
2009,7,23,48.29
2009,7,24,50.06
2009,7,25,87.84
2009,7,26,72.79
2009,7,27,26.61
2009,7,28,55.44
2009,7,29,44.47
2009,7,30,41.26
2009,7,31,55.62
2009,8,1,86.42
2009,8,2,73.08
2009,8,3,46.59
2009,8,4,36.62
2009,8,5,59.72
2009,8,6,47.64
2009,8,7,54.06
2009,8,8,106.44
2009,8,9,85.6
2009,8,10,44.89
2009,8,11,59.88
2009,8,12,76.41
2009,8,13,109.1
2009,8,14,106.89
2009,8,15,76.66
2009,8,16,55.04
2009,8,17,36.46
2009,8,18,23.41
2009,8,19,31.89
2009,8,20,30.43
2009,8,21,33.59
2009,8,22,45.33
2009,8,23,52.46
2009,8,24,38.08
2009,8,25,42.78
2009,8,26,33.11
2009,8,27,21.85
2009,8,28,31.91
2009,8,29,45.97
2009,8,30,42.66
2009,8,31,25.95
2009,9,1,37.52
2009,9,2,30.53
2009,9,3,28.85
2009,9,4,35.3
2009,9,5,54.9
2009,9,6,54.74
2009,9,7,33.74
2009,9,8,21.7
2009,9,9,22.37
2009,9,10,23.69
2009,9,11,30.13
2009,9,12,36.05
2009,9,13,39.1
2009,9,14,16.69
2009,9,15,25.26
2009,9,16,31.09
2009,9,17,28.59
2009,9,18,33.41
2009,9,19,49.82
2009,9,20,60.37
2009,9,21,44.89
2009,9,22,42.84
2009,9,23,27.01
2009,9,24,25.62
2009,9,25,38.12
2009,9,26,46.05
2009,9,27,58.69
2009,9,28,18.09
2009,9,29,22.43
2009,9,30,29.59
2009,10,1,28.37
2009,10,2,24.34
2009,10,3,40.37
2009,10,4,36.84
2009,10,5,25.1
2009,10,6,19.8
2009,10,7,28.69
2009,10,8,15.31
2009,10,9,41.82
2009,10,10,45.65
2009,10,11,57.58
2009,10,12,31.01
2009,10,13,19.14
2009,10,14,21.62
2009,10,15,27.06
2009,10,16,33.4
2009,10,17,34.23
2009,10,18,43.5
2009,10,19,29.79
2009,10,20,40.2
2009,10,21,27.12
2009,10,22,18.47
2009,10,23,33.8
2009,10,24,47.65
2009,10,25,50.7
2009,10,26,28.35
2009,10,27,20.36
2009,10,28,24.47
2009,10,29,19.61
2009,10,30,36.98
2009,10,31,50.3
2009,11,1,44.3
2009,11,2,42.87
2009,11,3,28.4
2009,11,4,19.94
2009,11,5,26.21
2009,11,6,35.95
2009,11,7,44.31
2009,11,8,43.57
2009,11,9,24.88
2009,11,10,24.2
2009,11,11,19.02
2009,11,12,16.46
2009,11,13,26.85
2009,11,14,44.79
2009,11,15,33.88
2009,11,16,30.2
2009,11,17,23.78
2009,11,18,31.67
2009,11,19,21.26
2009,11,20,29.16
2009,11,21,45.35
2009,11,22,44.99
2009,11,23,36.28
2009,11,24,30.47
2009,11,25,42.33
2009,11,26,30.66
2009,11,27,30.56
2009,11,28,57.95
2009,11,29,42.47
2009,11,30,20.31
2009,12,1,35.74
2009,12,2,38.12
2009,12,3,23.2
2009,12,4,34.25
2009,12,5,38.69
2009,12,6,81.59
2009,12,7,31.07
2009,12,8,26.69
2009,12,9,33.56
2009,12,10,49.82
2009,12,11,35.89
2009,12,12,60.15
2009,12,13,52.99
2009,12,14,39.39
2009,12,15,37.93
2009,12,16,51.17
2009,12,17,35.1
2009,12,18,40.21
2009,12,19,72.38
2009,12,20,75.59
2009,12,21,44.58
2009,12,22,30.92
2009,12,23,70.07
2009,12,24,59.0
2009,12,25,45.17
2009,12,26,66.98
2009,12,27,94.59
2009,12,28,50.93
2009,12,29,86.21
2009,12,30,128.56
2009,12,31,129.55
2010,1,1,30.67
2010,1,2,46.46
2010,1,3,30.6
2010,1,4,23.27
2010,1,5,22.91
2010,1,6,15.43
2010,1,7,13.36
2010,1,8,11.31
2010,1,9,28.95
2010,1,10,26.54
2010,1,11,18.23
2010,1,12,15.89
2010,1,13,14.88
2010,1,14,19.15
2010,1,15,20.42
2010,1,16,28.34
2010,1,17,37.61
2010,1,18,23.07
2010,1,19,20.42
2010,1,20,19.59
2010,1,21,21.94
2010,1,22,21.12
2010,1,23,35.59
2010,1,24,31.07
2010,1,25,24.26
2010,1,26,21
2010,1,27,28.2
2010,1,28,26.71
2010,1,29,26.32
2010,1,30,35.38
2010,1,31,41.27
2010,2,1,22.67
2010,2,2,21.72
2010,2,3,20.02
2010,2,4,17.26
2010,2,5,19.56
2010,2,6,34.08
2010,2,7,36.47
2010,2,8,16.79
2010,2,9,15.78
2010,2,10,18.09
2010,2,11,42.34
2010,2,12,23.11
2010,2,13,28.22
2010,2,14,29.64
2010,2,15,14.77
2010,2,16,24.62
2010,2,17,32.97
2010,2,18,20.96
2010,2,19,16.94
2010,2,20,38.7
2010,2,21,40.86
2010,2,22,28.0
2010,2,23,19.59
2010,2,24,23.71
2010,2,25,27.37
2010,2,26,21.96
2010,2,27,51.47
2010,2,28,42.41
2010,3,1,26.9
2010,3,2,23.12
2010,3,3,22.98
2010,3,4,19.47
2010,3,5,25.14
2010,3,6,34.95
2010,3,7,39.16
2010,3,8,19.7
2010,3,9,16.17
2010,3,10,25.05
2010,3,11,31.03
2010,3,12,26.64
2010,3,13,47.1
2010,3,14,40.15
2010,3,15,18.35
2010,3,16,27.65
2010,3,17,13.99
2010,3,18,22.6
2010,3,19,31.66
2010,3,20,52.5
2010,3,21,43.67
2010,3,22,36.08
2010,3,23,17.0
2010,3,24,19.23
2010,3,25,26.25
2010,3,26,24.36
2010,3,27,49.92
2010,3,28,46.14
2010,3,29,23.68
2010,3,30,28.59
2010,3,31,28.11
2010,4,1,25.99
2010,4,2,41.22
2010,4,3,35.41
2010,4,4,40.26
2010,4,5,30.18
2010,4,6,19.52
2010,4,7,24.25
2010,4,8,30.07
2010,4,9,19.77
2010,4,10,47.48
2010,4,11,34.71
2010,4,12,16.19
2010,4,13,23.14
2010,4,14,35.18
2010,4,15,35.87
2010,4,16,27.71
2010,4,17,34.44
2010,4,18,49.01
2010,4,19,24.89
2010,4,20,27.83
2010,4,21,21.04
2010,4,22,16.48
2010,4,23,35.07
2010,4,24,48.13
2010,4,25,51.77
2010,4,26,33.92
2010,4,27,25.48
2010,4,28,36.34
2010,4,29,43.79
2010,4,30,54.8
2010,5,1,61.58
2010,5,2,61.9
2010,5,3,55.37
2010,5,4,44.24
2010,5,5,38.67
2010,5,6,25.94
2010,5,7,31.54
2010,5,8,40.99
2010,5,9,45.49
2010,5,10,21.38
2010,5,11,14.17
2010,5,12,22.61
2010,5,13,22.75
2010,5,14,27.98
2010,5,15,30.88
2010,5,16,39.38
2010,5,17,24.79
2010,5,18,28.41
2010,5,19,21.34
2010,5,20,24.27
2010,5,21,30.9
2010,5,22,41.12
2010,5,23,36.82
2010,5,24,26.64
2010,5,25,31.71
2010,5,26,32.09
2010,5,27,25.13
2010,5,28,45.52
2010,5,29,43.41
2010,5,30,52.45
2010,5,31,22.11
2010,6,1,25.25
2010,6,2,31.72
2010,6,3,28.03
2010,6,4,24.69
2010,6,5,40.79
2010,6,6,57.77
2010,6,7,20.69
2010,6,8,25.79
2010,6,9,31.86
2010,6,10,33.99
2010,6,11,38.55
2010,6,12,52.26
2010,6,13,51.01
2010,6,14,36.43
2010,6,15,37.06
2010,6,16,41.61
2010,6,17,40.3
2010,6,18,66.29
2010,6,19,70.67
2010,6,20,85.51
2010,6,21,25.39
2010,6,22,45.15
2010,6,23,24.15
2010,6,24,43.77
2010,6,25,38.49
2010,6,26,83.19
2010,6,27,61.87
2010,6,28,41.98
2010,6,29,41.12
2010,6,30,54.4
2010,7,1,51.34
2010,7,2,53.61
2010,7,3,73.97
2010,7,4,94.04
2010,7,5,48.56
2010,7,6,52.84
2010,7,7,41.56
2010,7,8,30.12
2010,7,9,36.39
2010,7,10,79.78
2010,7,11,59.77
2010,7,12,53.45
2010,7,13,28.89
2010,7,14,36.25
2010,7,15,44.37
2010,7,16,63.12
2010,7,17,71.79
2010,7,18,77.47
2010,7,19,57.6
2010,7,20,56.36
2010,7,21,33.96
2010,7,22,42.74
2010,7,23,54.4
2010,7,24,76.28
2010,7,25,90.89
2010,7,26,45.31
2010,7,27,44.58
2010,7,28,47.15
2010,7,29,40.03
2010,7,30,59.63
2010,7,31,85.0
2010,8,1,109.96
2010,8,2,49.64
2010,8,3,47.63
2010,8,4,52.36
2010,8,5,43.11
2010,8,6,54.82
2010,8,7,81.48
2010,8,8,108.22
2010,8,9,62.63
2010,8,10,63.81
2010,8,11,77.1
2010,8,12,118.4
2010,8,13,97.97
2010,8,14,90.63
2010,8,15,60.98
2010,8,16,47.94
2010,8,17,27.0
2010,8,18,38.71
2010,8,19,37.93
2010,8,20,39.37
2010,8,21,56.57
2010,8,22,48.26
2010,8,23,34.35
2010,8,24,31.86
2010,8,25,34.61
2010,8,26,47.53
2010,8,27,31.8
2010,8,28,66.84
2010,8,29,63.12
2010,8,30,31.03
2010,8,31,32.0
2010,9,1,37.02
2010,9,2,37.67
2010,9,3,39.03
2010,9,4,48.71
2010,9,5,64.42
2010,9,6,28.76
2010,9,7,23.67
2010,9,8,27.19
2010,9,9,36.95
2010,9,10,35.85
2010,9,11,41.04
2010,9,12,47.45
2010,9,13,26.89
2010,9,14,25.05
2010,9,15,28.55
2010,9,16,32.04
2010,9,17,37.24
2010,9,18,59.89
2010,9,19,48.68
2010,9,20,35.04
2010,9,21,31.63
2010,9,22,34.45
2010,9,23,29.0
2010,9,24,39.44
2010,9,25,44.61
2010,9,26,56.82
2010,9,27,25.91
2010,9,28,27.17
2010,9,29,27.63
2010,9,30,22.68
2010,10,1,40.55
2010,10,2,50.42
2010,10,3,43.29
2010,10,4,23.1
2010,10,5,31.82
2010,10,6,30.43
2010,10,7,22.94
2010,10,8,32.06
2010,10,9,46.32
2010,10,10,62.17
2010,10,11,33.93
2010,10,12,30.21
2010,10,13,22.47
2010,10,14,29.91
2010,10,15,26.09
2010,10,16,41.18
2010,10,17,46.17
2010,10,18,24.41
2010,10,19,26.69
2010,10,20,30.13
2010,10,21,22.96
2010,10,22,27.65
2010,10,23,38.25
2010,10,24,38.46
2010,10,25,29.23
2010,10,26,19.38
2010,10,27,16.79
2010,10,28,24.94
2010,10,29,36.5
2010,10,30,46.83
2010,10,31,44.77
2010,11,1,23.36
2010,11,2,28.34
2010,11,3,33.78
2010,11,4,27.91
2010,11,5,19.85
2010,11,6,42.02
2010,11,7,38.73
2010,11,8,23.19
2010,11,9,14.38
2010,11,10,18.85
2010,11,11,25.87
2010,11,12,25.42
2010,11,13,42.59
2010,11,14,42.04
2010,11,15,28.01
2010,11,16,23.64
2010,11,17,21.43
2010,11,18,15.23
2010,11,19,29.33
2010,11,20,73.69
2010,11,21,34.08
2010,11,22,21.86
2010,11,23,21.73
2010,11,24,23.09
2010,11,25,34.67
2010,11,26,46.31
2010,11,27,41.23
2010,11,28,42.15
2010,11,29,21.01
2010,11,30,29.33
2010,12,1,33.25
2010,12,2,36.61
2010,12,3,39.61
2010,12,4,42.48
2010,12,5,49.85
2010,12,6,35.85
2010,12,7,41.28
2010,12,8,27.65
2010,12,9,39.29
2010,12,10,33.77
2010,12,11,63.47
2010,12,12,45.87
2010,12,13,30.56
2010,12,14,28.01
2010,12,15,34.69
2010,12,16,40.93
2010,12,17,45.39
2010,12,18,55.49
2010,12,19,58.95
2010,12,20,44.14
2010,12,21,53.95
2010,12,22,33.39
2010,12,23,72.95
2010,12,24,64.69
2010,12,25,74.33
2010,12,26,77.29
2010,12,27,50.43
2010,12,28,54.11
2010,12,29,94.76
2010,12,30,142.17
2010,12,31,157.77
2011,1,1,34.59
2011,1,2,45.53
2011,1,3,34.02
2011,1,4,20.53
2011,1,5,14.72
2011,1,6,15.9
2011,1,7,19.77
2011,1,8,17.24
2011,1,9,31.81
2011,1,10,20.57
2011,1,11,9.75
2011,1,12,13.34
2011,1,13,23.3
2011,1,14,11.83
2011,1,15,26.18
2011,1,16,33.3
2011,1,17,14.07
2011,1,18,11.97
2011,1,19,14.65
2011,1,20,16.85
2011,1,21,25.4
2011,1,22,43.46
2011,1,23,30.04
2011,1,24,13.54
2011,1,25,20.33
2011,1,26,18.76
2011,1,27,15.96
2011,1,28,24.0
2011,1,29,39.19
2011,1,30,34.58
2011,1,31,14.68
2011,2,1,25.3
2011,2,2,15.45
2011,2,3,25.19
2011,2,4,19.76
2011,2,5,31.32
2011,2,6,37.77
2011,2,7,18.79
2011,2,8,14.04
2011,2,9,16.61
2011,2,10,18.82
2011,2,11,31.01
2011,2,12,36.18
2011,2,13,31.3
2011,2,14,13.0
2011,2,15,15.57
2011,2,16,16.74
2011,2,17,15.34
2011,2,18,25.5
2011,2,19,27.46
2011,2,20,31.6
2011,2,21,16.98
2011,2,22,16.63
2011,2,23,18.6
2011,2,24,23.5
2011,2,25,36.31
2011,2,26,34.87
2011,2,27,39.39
2011,2,28,13.86
2011,3,1,26.77
2011,3,2,33.94
2011,3,3,17.53
2011,3,4,18.8
2011,3,5,44.35
2011,3,6,46.29
2011,3,7,21.92
2011,3,8,13.44
2011,3,9,20.42
2011,3,10,16.69
2011,3,11,21.02
2011,3,12,31.61
2011,3,13,33.9
2011,3,14,21.56
2011,3,15,14.82
2011,3,16,21.94
2011,3,17,21.72
2011,3,18,31.18
2011,3,19,34.21
2011,3,20,38.4
2011,3,21,28.49
2011,3,22,18.54
2011,3,23,21.57
2011,3,24,22.0
2011,3,25,26.1
2011,3,26,37.49
2011,3,27,33.12
2011,3,28,20.41
2011,3,29,20.47
2011,3,30,18.47
2011,3,31,21.75
2011,4,1,31.08
2011,4,2,34.49
2011,4,3,31.74
2011,4,4,21.69
2011,4,5,23.24
2011,4,6,24.12
2011,4,7,25.93
2011,4,8,24.8
2011,4,9,36.84
2011,4,10,47.72
2011,4,11,20.99
2011,4,12,17.94
2011,4,13,24.54
2011,4,14,26.92
2011,4,15,23.65
2011,4,16,40.06
2011,4,17,40.3
2011,4,18,21.54
2011,4,19,19.28
2011,4,20,32.91
2011,4,21,37.12
2011,4,22,23.47
2011,4,23,44.88
2011,4,24,49.98
2011,4,25,28.59
2011,4,26,25.27
2011,4,27,27.68
2011,4,28,27.68
2011,4,29,52.85
2011,4,30,47.1
2011,5,1,49.85
2011,5,2,40.83
2011,5,3,48.42
2011,5,4,45.03
2011,5,5,32.2
2011,5,6,30.94
2011,5,7,39.98
2011,5,8,34.82
2011,5,9,20.48
2011,5,10,24.36
2011,5,11,12.89
2011,5,12,15.98
2011,5,13,28.42
2011,5,14,34.1
2011,5,15,42.86
2011,5,16,23.26
2011,5,17,16.01
2011,5,18,36.27
2011,5,19,25.61
2011,5,20,37.48
2011,5,21,41.26
2011,5,22,41.26
2011,5,23,17.54
2011,5,24,24.09
2011,5,25,28.72
2011,5,26,30.87
2011,5,27,37.09
2011,5,28,26.87
2011,5,29,35.47
2011,5,30,20.44
2011,5,31,29.57
2011,6,1,26
2011,6,2,30.03
2011,6,3,33.26
2011,6,4,51.75
2011,6,5,42.58
2011,6,6,31.93
2011,6,7,33.09
2011,6,8,28.71
2011,6,9,24.95
2011,6,10,29.51
2011,6,11,50.44
2011,6,12,46.99
2011,6,13,20.47
2011,6,14,21.17
2011,6,15,27.13
2011,6,16,32.7
2011,6,17,34.53
2011,6,18,44.7
2011,6,19,76.12
2011,6,20,27.91
2011,6,21,32.46
2011,6,22,29.51
2011,6,23,36.75
2011,6,24,49.09
2011,6,25,76.45
2011,6,26,40.93
2011,6,27,43.7
2011,6,28,30.21
2011,6,29,35.5
2011,6,30,41.59
2011,7,1,54.01
2011,7,2,65.69
2011,7,3,55.54
2011,7,4,37.36
2011,7,5,51.4
2011,7,6,33.28
2011,7,7,58.65
2011,7,8,53.72
2011,7,9,57.38
2011,7,10,69.13
2011,7,11,65.51
2011,7,12,49.68
2011,7,13,38.58
2011,7,14,53.63
2011,7,15,36.57
2011,7,16,91.16
2011,7,17,65.58
2011,7,18,53.39
2011,7,19,27.9
2011,7,20,28.73
2011,7,21,37.14
2011,7,22,37.32
2011,7,23,60.49
2011,7,24,59.05
2011,7,25,41.71
2011,7,26,33.39
2011,7,27,42.26
2011,7,28,34.53
2011,7,29,48.87
2011,7,30,83.96
2011,7,31,78.2
2011,8,1,61.74
2011,8,2,44.19
2011,8,3,38.3
2011,8,4,66.01
2011,8,5,59.59
2011,8,6,67.25
2011,8,7,97.42
2011,8,8,48.28
2011,8,9,58.78
2011,8,10,70.46
2011,8,11,53.18
2011,8,12,94.7
2011,8,13,114.88
2011,8,14,90.01
2011,8,15,62.16
2011,8,16,44.19
2011,8,17,26.92
2011,8,18,31.62
2011,8,19,30.12
2011,8,20,43.09
2011,8,21,33.83
2011,8,22,20.79
2011,8,23,21.04
2011,8,24,42.23
2011,8,25,28.42
2011,8,26,44.03
2011,8,27,58.84
2011,8,28,46.03
2011,8,29,29.74
2011,8,30,22.55
2011,8,31,30.86
2011,9,1,32.92
2011,9,2,40.71
2011,9,3,38.07
2011,9,4,29.19
2011,9,5,24.51
2011,9,6,28.39
2011,9,7,29.04
2011,9,8,25.14
2011,9,9,37.75
2011,9,10,41.08
2011,9,11,50.67
2011,9,12,35.74
2011,9,13,23.95
2011,9,14,25.98
2011,9,15,36.15
2011,9,16,34.32
2011,9,17,39.06
2011,9,18,43.07
2011,9,19,34.98
2011,9,20,27.42
2011,9,21,17.1
2011,9,22,33.11
2011,9,23,54.28
2011,9,24,45.43
2011,9,25,32.1
2011,9,26,25.08
2011,9,27,32.93
2011,9,28,30.95
2011,9,29,20.25
2011,9,30,25.65
2011,10,1,39.81
2011,10,2,54.76
2011,10,3,20.01
2011,10,4,14.39
2011,10,5,29.34
2011,10,6,19.79
2011,10,7,16.38
2011,10,8,33.23
2011,10,9,36.59
2011,10,10,32.64
2011,10,11,25.17
2011,10,12,19.87
2011,10,13,24.17
2011,10,14,24.66
2011,10,15,38.78
2011,10,16,40.41
2011,10,17,21.93
2011,10,18,19.08
2011,10,19,19.94
2011,10,20,20.87
2011,10,21,30.48
2011,10,22,32.78
2011,10,23,46.82
2011,10,24,20.62
2011,10,25,28.87
2011,10,26,15.15
2011,10,27,26.88
2011,10,28,29.26
2011,10,29,34.76
2011,10,30,35.92
2011,10,31,19.23
2011,11,1,22.06
2011,11,2,28.74
2011,11,3,44.84
2011,11,4,24.86
2011,11,5,32.28
2011,11,6,27.11
2011,11,7,20.97
2011,11,8,22.15
2011,11,9,21.43
2011,11,10,22.17
2011,11,11,24.25
2011,11,12,37.08
2011,11,13,39.26
2011,11,14,24.11
2011,11,15,28.74
2011,11,16,32.72
2011,11,17,33.82
2011,11,18,32.02
2011,11,19,33.91
2011,11,20,33.73
2011,11,21,25.54
2011,11,22,25.7
2011,11,23,28.92
2011,11,24,16.17
2011,11,25,32.66
2011,11,26,41.9
2011,11,27,48.56
2011,11,28,20.04
2011,11,29,31.9
2011,11,30,43.7
2011,12,1,39.79
2011,12,2,28.28
2011,12,3,37.39
2011,12,4,54.28
2011,12,5,31.69
2011,12,6,23.63
2011,12,7,27.14
2011,12,8,23.18
2011,12,9,46.26
2011,12,10,68.35
2011,12,11,53.43
2011,12,12,36.28
2011,12,13,39.7
2011,12,14,27.23
2011,12,15,42.62
2011,12,16,43.45
2011,12,17,60.13
2011,12,18,57.4
2011,12,19,28.97
2011,12,20,47.58
2011,12,21,42.46
2011,12,22,46.33
2011,12,23,59.71
2011,12,24,64.03
2011,12,25,66.0
2011,12,26,29.99
2011,12,27,61.88
2011,12,28,70.47
2011,12,29,91.26
2011,12,30,122.18
2011,12,31,120.82
2012,1,1,27.34
2012,1,2,50.5
2012,1,3,21.2
2012,1,4,15.77
2012,1,5,15.81
2012,1,6,15.66
2012,1,7,20.9
2012,1,8,26.96
2012,1,9,17.6
2012,1,10,22.5
2012,1,11,9.28
2012,1,12,10.85
2012,1,13,26.46
2012,1,14,16.63
2012,1,15,31.1
2012,1,16,13.27
2012,1,17,17.83
2012,1,18,7.54
2012,1,19,11.14
2012,1,20,30.55
2012,1,21,21.74
2012,1,22,32.54
2012,1,23,17.79
2012,1,24,17.7
2012,1,25,31.82
2012,1,26,15.07
2012,1,27,23.07
2012,1,28,38
2012,1,29,37.52
2012,1,30,16.66
2012,1,31,17.79
2012,2,1,24.4
2012,2,2,15.69
2012,2,3,26.73
2012,2,4,26.81
2012,2,5,40.85
2012,2,6,13.85
2012,2,7,15.95
2012,2,8,7.72
2012,2,9,20.56
2012,2,10,18.62
2012,2,11,28.6
2012,2,12,32.11
2012,2,13,20.85
2012,2,14,20.08
2012,2,15,11.06
2012,2,16,11.69
2012,2,17,27.58
2012,2,18,26.83
2012,2,19,33.64
2012,2,20,15.15
2012,2,21,20.73
2012,2,22,26.92
2012,2,23,13.13
2012,2,24,24.47
2012,2,25,48.96
2012,2,26,40.15
2012,2,27,20.14
2012,2,28,18.86
2012,2,29,22.86
2012,3,1,26.41
2012,3,2,19.95
2012,3,3,38.22
2012,3,4,33.08
2012,3,5,14.47
2012,3,6,16.97
2012,3,7,19.56
2012,3,8,19.21
2012,3,9,26.21
2012,3,10,39.4
2012,3,11,29.47
2012,3,12,18.99
2012,3,13,19.67
2012,3,14,13.89
2012,3,15,25.08
2012,3,16,22.5
2012,3,17,25.39
2012,3,18,30.55
2012,3,19,29.1
2012,3,20,31.87
2012,3,21,14.87
2012,3,22,21.17
2012,3,23,19.56
2012,3,24,33.64
2012,3,25,44.78
2012,3,26,16.9
2012,3,27,19.62
2012,3,28,17.43
2012,3,29,18.51
2012,3,30,32.62
2012,3,31,32.13
2012,4,1,40.87
2012,4,2,16.86
2012,4,3,29.06
2012,4,4,19.59
2012,4,5,18.94
2012,4,6,28.38
2012,4,7,33.6
2012,4,8,46.14
2012,4,9,15.64
2012,4,10,19.34
2012,4,11,26.43
2012,4,12,25.44
2012,4,13,29.55
2012,4,14,42.92
2012,4,15,37.53
2012,4,16,23.16
2012,4,17,24.87
2012,4,18,19.56
2012,4,19,23.86
2012,4,20,29.72
2012,4,21,30.42
2012,4,22,32.6
2012,4,23,15.12
2012,4,24,26.14
2012,4,25,28.42
2012,4,26,21.22
2012,4,27,30.11
2012,4,28,51.36
2012,4,29,52.99
2012,4,30,41.36
2012,5,1,51.66
2012,5,2,28.87
2012,5,3,54.23
2012,5,4,36.94
2012,5,5,41.22
2012,5,6,38.09
2012,5,7,15.37
2012,5,8,18.94
2012,5,9,15.9
2012,5,10,22.14
2012,5,11,16.93
2012,5,12,41.71
2012,5,13,40.08
2012,5,14,13.72
2012,5,15,17.05
2012,5,16,21.52
2012,5,17,20.79
2012,5,18,35.5
2012,5,19,38.2
2012,5,20,41.91
2012,5,21,24.05
2012,5,22,21.88
2012,5,23,28.38
2012,5,24,17.91
2012,5,25,24.13
2012,5,26,41.62
2012,5,27,36.47
2012,5,28,18.84
2012,5,29,23.58
2012,5,30,19.16
2012,5,31,23.39
2012,6,1,34.72
2012,6,2,35.36
2012,6,3,41.75
2012,6,4,18.62
2012,6,5,31.89
2012,6,6,24.01
2012,6,7,25.44
2012,6,8,29.44
2012,6,9,43.93
2012,6,10,49.0
2012,6,11,28.17
2012,6,12,22.32
2012,6,13,26.68
2012,6,14,28.19
2012,6,15,31.85
2012,6,16,49.73
2012,6,17,81.24
2012,6,18,21.2
2012,6,19,21.51
2012,6,20,36.04
2012,6,21,21.03
2012,6,22,44.2
2012,6,23,57.38
2012,6,24,44.59
2012,6,25,21.21
2012,6,26,34.57
2012,6,27,18.91
2012,6,28,45.09
2012,6,29,38.24
2012,6,30,58.37
2012,7,1,61.46
2012,7,2,36.77
2012,7,3,34.13
2012,7,4,40.45
2012,7,5,38.9
2012,7,6,32.68
2012,7,7,49.14
2012,7,8,65.82
2012,7,9,26.48
2012,7,10,50.58
2012,7,11,48.32
2012,7,12,30.69
2012,7,13,26.8
2012,7,14,45.87
2012,7,15,75.24
2012,7,16,65.41
2012,7,17,30.83
2012,7,18,32.04
2012,7,19,30.3
2012,7,20,31.34
2012,7,21,59.71
2012,7,22,73.71
2012,7,23,34.82
2012,7,24,28.22
2012,7,25,50.71
2012,7,26,66.44
2012,7,27,50.81
2012,7,28,60.58
2012,7,29,71.62
2012,7,30,31.21
2012,7,31,37.18
2012,8,1,41.42
2012,8,2,37.36
2012,8,3,60.28
2012,8,4,86.77
2012,8,5,74.61
2012,8,6,47.49
2012,8,7,39.2
2012,8,8,57.12
2012,8,9,54.32
2012,8,10,60.26
2012,8,11,125.55
2012,8,12,111.3
2012,8,13,83.83
2012,8,14,82.13
2012,8,15,57.34
2012,8,16,38.8
2012,8,17,27.53
2012,8,18,49.3
2012,8,19,44.85
2012,8,20,24.42
2012,8,21,24.16
2012,8,22,35.01
2012,8,23,27.78
2012,8,24,33.83
2012,8,25,45.28
2012,8,26,61.6
2012,8,27,30.73
2012,8,28,36.16
2012,8,29,19.35
2012,8,30,35.71
2012,8,31,21.66
2012,9,1,41.78
2012,9,2,38.01
2012,9,3,15.32
2012,9,4,31.57
2012,9,5,18.41
2012,9,6,21.92
2012,9,7,21.3
2012,9,8,39.91
2012,9,9,39.55
2012,9,10,23.64
2012,9,11,23.88
2012,9,12,19.23
2012,9,13,22.17
2012,9,14,29.42
2012,9,15,45.59
2012,9,16,45.01
2012,9,17,30.49
2012,9,18,21.74
2012,9,19,20.1
2012,9,20,24.74
2012,9,21,36.37
2012,9,22,43.94
2012,9,23,32.43
2012,9,24,18.7
2012,9,25,20.05
2012,9,26,24.71
2012,9,27,29.17
2012,9,28,35.06
2012,9,29,36.45
2012,9,30,37.1
2012,10,1,22.15
2012,10,2,21.61
2012,10,3,19.08
2012,10,4,14.71
2012,10,5,32.33
2012,10,6,36.51
2012,10,7,38.85
2012,10,8,22.51
2012,10,9,22.06
2012,10,10,34.57
2012,10,11,15.7
2012,10,12,21.38
2012,10,13,26.29
2012,10,14,35.5
2012,10,15,17.26
2012,10,16,28.48
2012,10,17,18.87
2012,10,18,17.09
2012,10,19,23.58
2012,10,20,34.6
2012,10,21,29.59
2012,10,22,19.18
2012,10,23,19.3
2012,10,24,20.28
2012,10,25,20.96
2012,10,26,30.24
2012,10,27,35.83
2012,10,28,24.55
2012,10,29,22.41
2012,10,30,16.22
2012,10,31,12.32
2012,11,1,16.22
2012,11,2,27.64
2012,11,3,29.21
2012,11,4,30.06
2012,11,5,27.79
2012,11,6,12.89
2012,11,7,20.42
2012,11,8,16.57
2012,11,9,29.24
2012,11,10,26.32
2012,11,11,32.68
2012,11,12,14.17
2012,11,13,22.04
2012,11,14,18.81
2012,11,15,19.81
2012,11,16,40.05
2012,11,17,29.18
2012,11,18,26.91
2012,11,19,16.3
2012,11,20,21.95
2012,11,21,23.67
2012,11,22,22.62
2012,11,23,50.75
2012,11,24,32.58
2012,11,25,36.92
2012,11,26,21.75
2012,11,27,15.83
2012,11,28,16.21
2012,11,29,27.78
2012,11,30,26.71
2012,12,1,46.58
2012,12,2,50.94
2012,12,3,30.95
2012,12,4,29.8
2012,12,5,38.87
2012,12,6,27.02
2012,12,7,30.06
2012,12,8,60.6
2012,12,9,43.2
2012,12,10,32.39
2012,12,11,30.88
2012,12,12,33.66
2012,12,13,37.78
2012,12,14,26.08
2012,12,15,54.89
2012,12,16,63.16
